Review,label,confidence
Fiyat performans olarak gayet iyi,2,2
üstü dar altı iyi gibi hediye aldım bakalım olur mu,1,1
kitap yeni geldi hızlı geldi içeriğini de çalışınca göreceğiz artikk,1,1
yıllardır hepsi buradan sitesinden alışveriş yapmaktayım. sipariş öncesi ve sonrasında hiç bir zaman zorluk yaşamadan güvenilir alışveriş yapıyorum.. musteri hizmetleri ve iletişim konusunda da hiç sıkıntı yaşamıyorum.tesekkurler hepsi burada,1,2
Ürünü ilk aldığımda (ocak 2025) rahat geldi ama bir kaç gün serçe parmağımı acıttı yeni olduğu için normal diye düşündüm sürekli severek giydim  yaklaşık 2 3 hafta sonra arkası yırtılmaya başladı son bir kaç gündür(mart ayında) ciddi derecede topuğuma vurmaya başladı sürekli bantlayıp  geziyorum numarası tam olmasına ragmen hala aynı sorunu yaşıyorum.,0,2
Ürünü beğendim ama aşırı dikkatsizlik vardı üründe hasarlar resmen ikiye ayiralacak gibi duruyor tahtasi,1,1
Hediye almistim cok begenildi 😊,2,3
ürün güzel ama ürünlerden iki tane benzer ürün koymuşlar ondan dolayı hoşuma gitmedi,1,1
Kalıbı biraz fazla büyük ama cok guzel,1,2
Kurulumu çok zor kapaklardada hep deformeler vardı,1,2
böyle eğitici setlere bayılıyorum daha önce de almıştım bu mağazadan Bebeğimin de çok ilgisini çekiyor öğrenmesinde kolaylık sağlıyor,2,3
"Replikadan bile kötü bir kalitede ayakkabı. Tabanı aşırı sert hiç kıvrılmıyor, tabanlığında logo yok sonradan bi siyah tabanlık koyup geçmişler. Geldiği gibi iade ettim.",0,3
Çoook memnun kaldım .Hediyeleriniz için de teşekkür ederim .Ayrıca aldığımız ürünlerle kız çocuklarına ve sokak hayvanlarına destek oluyor olmamız da çok mutlu Devamını Oku,2,3
kardeşime aldım beğendi güzel,1,1
harika bir nem bombası yatmadan önce sürüyorum sabah kalktığımda cildim yumuşacık oluyo,2,3
Evdeki hepsini değiştirdik çok şık duruyor,2,2
yeğenim için aldım çok memnunum çok güzel teşekkürler,2,3
Ucuz retinollerden farkı yok. Bu kadar para vermeye değmez,0,2
kaliteli derisi yumuşacık,2,3
Okadar bedenı buyuk ki m benden aldım xxl gibi ama kumasi guzel iade,1,2
Kalitesiz alınmaz,0,3
Beyazlatma etkisini henüz gözlemlemedim ancak sürüldüğünde andan itibaren cilde çok güzel bir nem ve ışıltı veriyor. Salatalık kokusunu da ayrı sevdim zaten 😇 Devamını Oku,2,3
Ürün fotoğraftakinden farklı ve kötü bi kokusu var,1,1
stok yaptığım ürün çok güzel,2,3
"1,63 boy 84 kilo 40 beden önü kapalıyken tam oldu acık kullanacaksanız iyi duruyor daha oversıze dursun isterseniz 1 beden büyük alabilirsiniz. kalite olarak inDevamını Oku",1,1
"Son sayfası kopuk geldi basımdan kaynaklı, keşke kontrol edilseydi",0,3
Boxerlarin ağ kısmı asiniyor ve çabucak deliniyor . Tavsiye etmem,0,2
beklediğimden daha güzel geldi çok geniş değil çok ince de değil güzel tavsiye ederim .,2,3
Tam bir performans ürünü tereddüt etmeden alınır. Ses kalitesi çok iyi,2,3
Gördüğım en dandik banttı yapişkan özelliği neredeyse hiç yok. İade edecektim fakat tekrar bekleyecek vaktim olmadigindan mecburen kullanmak durumunda kaldim idare edeceğim artık.,0,3
Resimde 5 m gösteriyor açıklama da 3 m yazıyor. Yanlış almama sebep oldular. Bu yanıltıcı bir durumdur,1,2
ùrùn simdi geldi paketleme guzeldi cok tsk ederim,2,3
Genel olarak güzel fakat ucunda iki tarafta da kırık vardı suntalarda aparatla kapattık fiyatına göre idare eder .,1,1
"ÜRÜN DEFORME OLMUŞTU; UĞRAŞMAMAK ADINA BÖYLE KABUL ETTİM . AYRICA MONTAJ KURULUMU İÇİN AÇIKLAYICI DOKÜMAN YOKTU, PARÇA ÜZERİNDEKİ DELİKLER YANLIŞ DELİNMİŞTİ. KİMSEYE TAVSİYE ETMEM.",0,3
Ürün harika ve gerçekten çok kaliteli,2,3
Üründeki demir kaynak çıktı kenarında aşınma var ürün beni fazlasıyla hayal kırıklığına uğrattı,0,3
Ürün üst bağlantı aparatları daha iyi olabilirdi . Sağlam tutmuyor. Masa sağa sola sallanıyor . Araya bir bağlantı yapılsaydı daha sağlam olurdu.,0,2
uzun seneler kullanmayı düşünüyosanız hiç almayın bir sene anca idare eder sizi ama ucuz gözükmüyo fena değil yani fiyat performans ürünü tamamen ben bayılmadımDevamını Oku,0,3
her şey için teşekkür ederim. paketleme çok güzel. henüz denemedim çünki bilmiyorum) umarım çok iyi,2,3
tuzum çok nemli ıslak,1,2
"1 aylık kullanım sonunda kaşlarım belirgin bir şekilde döküldü. 😞
Evet ürün harika şekil veriyor ve istisnasız hergün kullanma isteği uyandırıyor. Ancak kaşsız kalmak çok üzücü. Kaşlarımın yeniden eski halini almasını umut ediyorum. Tekrar kullanmayı düşünmüyorum.",0,2
Hiçbir işe yaramıyor çok zayiflatiyormus yok sık sık tuvalete cikariyirmus palavra,0,3
Kırılmadan gelmıs,2,3
"Tek olumlu yönü kargonun hızı. Versu marka ürün geldi, aynısını satıcı daha uyguna satıyor istesem onu alırdım zaten. Tam monte edecekken mermer ile musluk arasında ki contanın büyük olduğunu gördüm. CONTA BÜYÜK OLDUĞU İÇİN MONTE EDEMİYORUM. MAĞDURUM",0,2
Çok begendım fıyata gorede çık uygun,1,2
Ürünün paketlenmesin de ve kargoya verilmesi hızlıydı. Ürünün ses kalitesi bass vuruşları gayet iyidi. ama ürün tahmin edici bir ses desibileni ulaşamadığı icinDevamını Oku,1,1
Kurulumu kolay. Ama çok sağlam görünmüyor.,1,1
kullandığım bir ürün indirimden aldım teşekkür ederim,2,3
gönül rahatlığıyla alabilirsiniz  1 beden küçük almanızı tavsiye ederim,2,3
"Ürünün kalıbı dar, 1 beden büyük almanızı öneririm",1,2
güzel iste fiyat performans,1,1
"iki tane sipariş verdim hepsiburada satıcısından ikisinin de kutusu deforme olmuş güvenlik bantları deforme geldi. bir tanesinde bırakın güvenlik bantını karton kapak yırtık olarak geldi. hepsiburada bu ürünleri sıfır diye satıyor. bir daha en son tercihim. 

ürünle ilgili olarak ise ses olayı var iki üründe de. kablo bağlayınca ses azalıyor ama tam geçmiyor.",0,2
Bittikçe stokluyorum harika,2,3
Ürün elime ulaştı fakat kurmadım. 3 puanı kutu içerisinden elektrostatik bant çıkmadığı için verdim.,1,2
Güzel ürün sivilce çıkarmıyor ince bir yapısı var günlük kullanım için gayet güzel bir ürün,2,2
Soruma cvp alamadigim için malesef olumlu yazamayacagim birde üstünde ufak çizik vardı benim için çok büyük problem değil ama problem yapaack olan varsa iadesi var zaten kullanma kılavuzunda kumanda ile klavuz yok,0,2
Harika bir kitap.kızım çok sevdi uzun zaman vakit geçirebiliyoruz.,2,3
çok çok çok hızlı teslimat. teşekkür ederim,1,2
ürün ilk yıkamada çekti ve 3. giyişimde tülerdi,0,3
mert hoca kalitesi..,2,3
10 m 5 metre yazıyor 18 m 2 metre yolluyorlar almayın.,0,3
Pentiden aldığım 4 üründen sadece bu rengi poşetsiz ve hafif ezilmiş şekilde geldi ama tolere edilenilir,1,2
kızıma aldım çok begendi..tam kalıp alabilirsiniz..,2,3
Hiç bir işe yaradığı yok. Safi para tuzağı.,0,3
Çantam elime ulaşmadı kaybetmiş kargocu bu nasıl bir şey,0,3
çok güzeller 💘❤️💅🏻🖤🥰😘,2,3
Ürünü bir ay küllandim bozulfu çöpe attım,0,3
"Çok gevşek ve kalitesiz , tek kullanımlık kullanılabilecek bir ürün.",0,3
"tek kelime ile harika bir set, bir yaş üstünude sipariş olusturdum",2,3
ürün çok güzel eşime aldım tam kalıp altınyıldız kalitesi,2,3
Demiri göründüğü gibi kalın değil.,1,2
kızım icin aldım çok guzel,2,3
Kitap güzel. Eğlenceli. Şu ana kadar internetten 100e yakın kitap aldım ilk defa kırışık geldi.,1,1
Ortalama bir yapıştırıcı özelliği bulunuyor,1,2
mukemmel bir satici.iletisimleri cok kibar.en uygun site bence.daha oncede cok kez alisveris yaptim.fiyatlarina gore urunleri gayet guzel.ben cok memnunum.tesekDevamını Oku,2,3
bu kadar kötü bir paketlemeyle hiç karşılaşmamıştım normal bir poşete sarıp bantlayıp öyle gönderilmiş…,0,2
Ürün fena değil ama paketleme kötüydü ve ayrıca ürünümde çizikler vardı bana acil lazım olduğu için iade etmedim normalde iade ederdim,1,1
krem istedim siyah yoladiniz,1,2
Surekli aliyoruz her rengini cok guzel rahat,2,3
içindeki tüyleri koltuk altı kısmından çıkıyor,0,3
Beklediğimden kaliteli bence bu fiyata değer!!!,2,3
Scotty kargo ile yine bir rezalete imza atılmış.27 şubat ta aldığım ürün şikayetim üzerine 13 Mart ta teslim edildi.evde olmadığım için yağmurlu günde kargo kapı önüne bırakılmış.urun sular içinde kalmış.daha öncede kapıya bıraktıkları bebek bezi ambalajı köpekler tarafından parçalanmisti kimse kolay para kazanmıyor işini daha özenli yapan firmalar ile çalışmanız gerek bence,0,3
Kokusuna 2 yıldız. Mendiller çok kuru ve yapısı ince.,0,2
Tam sarıyor bir beden büyük alınabilir,2,2
Güzel paketleme beğendim,1,1
kumaşı yumuşak güzel görünüyor teşekkürler,2,3
Beğendim güzel fiyatına göre iyi,1,1
"Açıkçası evdeki herhangi bir tokama kendim de kurdele bağlayıp yapabilirmişim, satın almamı gerektirecek bir olayı yokmuş. Fiyat performans olarak iyi.",1,1
çok ince kışın veya sonbahar olmaz usursunuz bide düğmesi kayipti birini iade ettim.,0,1
Kullanınca karardı,0,2
severek giyiyorum rahat,2,3
İncecik kağıt gibi ebatıda kullanışlı değil. Yüzey temizleme mendili alıp kullanmak daha mantıklı daha hesaplı.İşlevsel değil.,0,3
O kadar abartılar bende dedim alayım ama faydasını görmedim maalesef,0,2
Ürün elime ulaştı tam bedeninizi alın kalitesi de gayet. Güzel,2,2
Kırık geldi iade etmedim yapıştırdım aynı gün farklı yerden kırıldı,0,3
3 saat aldim 2 tane geldi 1 de bozuk cikti uyade ettim bekliyoruz sonucu,0,3
4 lü ama 3 tane geldi maalesef böyle hataların hala yapılabiliyor olması üzücü koyarken koca şişeler eksik olduğunu görmüyor musunuz kontrol etmiyor musunuz,0,3
rengi daha soluk tam fotoğraftaki gibi değil,2,2
"Ürünü
yeni aldım deneyeceğim..",1,2
"Ürün güzel, paketleme güzel fakat söylediğim hâlde istediğim ölçüde kesilmedi. Kendi imkanlarimla kesmek zorunda kaldım. Ayrıca satış sonrası mesajıma bakmadı.",1,1
çok emin değilim yüzümde sivilce yapmaya başladı gibi o yüzden düzenli kullanmıyorum kullanmaya korkuyorum,1,2
Çok uzun Ömürlü değil yapışkanları çok kötü de değil orta,0,1
Gayet güzel ve hoş kullanılabilirrrrrr,1,1
Kulaklığı 1 aydır kullanıyorum sıkıntısı yoktu 1 ay dolunca ne kulaklık şarj olmaya başladı ne kutusu 1 ay kullanmak için almak saçmalık,0,2
Ürün iş görüyor. MG HS aracıma tam uyum sağladı diyebilirim. Çok kalite aramayın ve şemsiyeye nazik davranın :) Bir yıldızı kötü kokusundan dolayı verdim. Petrol türevi bir malzeme. 1-2 gün açık vaziyette havalandırmanızı tavsiye ederim.,2,3
Kesinlikle tavsiye etmiyorum ilk geldiğinde kullanılmış gibiydi üstü siyah siyah olmuştu 2 sefer kullandım aldığımdan beri bugün bluetootha bağlanmadı ışık vesaDevamını Oku,0,3
"Teslimat konusunda yanlış bilgi veriliyor, tavsiye etmiyorum, dağıtımda denilen ürün için bugun yeni kargoya teslim edildi mesajı geliyor",0,3
Tek kullanımda karardı,0,3
"Ürün bildiğim ve kalitesine güvendiğim, severek kullandığım bir ürün. Tavsiye ediyorum. Fakat kargo kutusu elime ulaştığında fark ettim ki bir bölümü özellikle açılmış. Firmaya kesinlikle kargo şirketini değiştirmelerini öneririm.",1,2
Ya bu ürün benim bacaklarımı tahriş etti. Önceden de kullandım memnundum ama bu kez bacaklarımı aldıktan sonra bacaklarım normal jiletle oldugu gibi çok acıdı.,1,1
orta kalitede idare eder,1,2
Evde zaten 2 beden var. 4 1/2 yaş oğluma artık küçük geliyor. Yani 3 beden aldım. Ama Beden 2’dan beden 3’a kadar inanılmaz büyük büyük fark var! Fotolar bakın! Nasıl 3 beden kullanabiliriz! Belki 3 yil sonra oğluma uygun olacak.,0,3
Çok güzel bir ürün saç uzatmada çok etkili bebek saçlarım çıkmaya başladı bile,2,3
Abartıldığı kadar iyi bir ürün olduğunu düşünmüyorum. Genel olarak güzel ama arkasındaki bağlama kısmı insanı rahatsız ediyor biraz. Kalıbı da büyük bir tık,1,1
cok göz yakıyor,1,2
Beyazlık bırakıyor keşke almasaydım,0,3
köpüşümün çantası olarak kullanıyorum gayet ıyı,2,3
fazla abartılmış bir ürün colgate daha iyi beyazlatip temizler,1,1
iki farklı rengini aldım ikisinde de kolları çok uzun 180 95 kiloyum xl boydan iyi fakat kollar çok uzun kisatilmasi gerek onun haricinde fiyatına göre güzel,1,1
KALİTELİ ÜRÜN KALİTELİ SATICI.,2,3
Rahat sıcak tutuyor ve konforlu bir ürün tavsiye ederim,2,3
Harika ürün huç büyük markalara gerek yok,2,3
Yani böyle geldi,1,2
Çok rahat yumusacık bir pantolon,2,3
annem için aldik guzel,2,2
severek kullanıyorum sivilcelere mütüş iyi geliyor,2,3
zayıflar için iyi,1,1
Ayakkabı güzel orjinal ama kalıbı baya dar bir beden büyük alınmalı,0,2
anam için aldım gayet güzel paketleme hızlı kargo teşekkürler🙏,2,3
Teşekkürler iyi güzel beğendik yani,2,3
hastanede kullanmak için aldım ama şimdiden evde sürekli takıyorum çok beğendim,2,3
Bu kadar paraya bu kadar masa demişler  Öyle bir masa göndermişler ki profil ayaklara açılan vida delikleri hep içe doğru eğilmiş. O ayaklara çakılacak plastik aparatlar girmiyor. Tüm delikleri tornavida ve kargaburun dışa doğru eğerek zar zor kurdum. Masanın ahşap kısımlarda kenarlara çekilen şeritlerin plastikleri hep yapıştırıcı lekesi.,0,3
Çok küçük görseldekinden farklı geldi,0,3
Yorumlar bakarak aldim kullanmadım ama hızlı ve sorunsuz geldi teşekkürler,1,1
Çok güzeller memnun kaldım fiyat olarak uygun almakta çok güzel 😇,2,3
bileklikler güzel beğendim,1,1
Harikalarrrrr çok bedendim,2,3
kesinlikle 2 beden büyük alın,0,3
Sivicelrım sondu çok ıyı geldi,2,3
"Ürün iyi fakat koruma bandı açık geldi şaka gibi,!!",1,1
Çok iyi bir ürün kesinlikle tavsiye ediyorum,2,3
Ürün berbat. Aynı paraya nalburdan daha sağlamını alın. Nalburda satılanlar 30 Kg'a kadar taşıyor. buanca 30 gram taşır. Aynı fiyata nalburdan alın.,0,3
Aşırı iyi asla ter kokusu belli etmiyor bayıldım artık sürekli bunu kullanacagım,2,3
Üst düzey bir şey beklemeyin,1,2
denicem bakalım,1,2
Resmen saçmalık! Naylon bir pantolon göndermişler. Böyle de ciddiyetsiz satıcı! Asla almayın. Ürün bildiğin poşetten pantolon,0,3
kızıma aldık Harika bir ürün alın aldırın,2,3
daha bir etkisini görmedim idare eder bir ürün,1,2
çok iyi geldi yüzüme tam stok yapılacak bir ürün,2,3
Çok güzel duruyor her şeyi de alıyor içi bu fiyata bu genişlik güzel bence kullanışlı 🌺,2,3
Kullanıma uygun görünüyor ufak tefek küçük delikler var,1,2
Fena degil kızima aldim,1,2
Demiri kirli geldi. Kıvrım aralıkları beklediğimden dar. Kalın pantolonlarda kullanımı zorlaştırabilir,1,2
l giymeme rağmen xl aldm ama bileklerinden yukarda yinede giyiyrm rengi guzel,1,1
Siyah yazmasına rağmen beyaz gonderdiler. Ben beyazı satın almasını biliyorum,0,3
iyi ama çok büyük,1,1
"İki çift almak zorundayım diye 1 yıldız kırdım, ürünün kendisinde bir sorun yok güzel.",1,1
Güzel biraz dar,1,1
normal fiyatına göre  güzel,1,1
En sevdiğim fresh koku budur. Harikaaa😍😍😍,2,3
ürün sık güzel iç gostermiyo ama incee bı kumaş tam beden alınabilir,1,1
güzel kaliteli fakat eğik halde iadeyle uğraşma vaktim olmadığı için para çöp,0,3
Çıok güzel ve yumuşacık,2,3
Ürün patlak geldi kargolama berbat sadece küçük havalı poşete sarılmış küçük bir kutuda geldi o da kargo ile delinmiş geldi ürün sızma yapmıştı iade için de tek kargo seçeneği olduğu için veremedim mecbur kullanıyorum ama bir daha asla buradan almam,0,3
büyük beden geldi malesef ama,0,2
"Ürün'ün adaptörü kutunun içinde kırık çıktı, yorum yapmayacağım, takdir sizin",0,3
beklediğimden iyi çıktı,1,1
i-na-nıl-mazz almanızı tavsiye ediyorum okula gidince kapkara okuyordum ama krem sayesinde kara olmami engelliyor indirime girmisken 104 TL ye aldım stok yapilmDevamını Oku,2,3
paketlemsi güzelsi ses kalitesi çok iyi tavsiye ederim teşekkürler,2,3
Farklı marka geldi,1,2
kemerler hem çok uygun hem de çok güzeller,2,3
Ürünlerim geldi yalnız teleskobik olanın koruma bandı yok ve açık olarak geldi 😔,2,3
Birkaçını hediye ettim gayet kullanışlı hiç çıkarmıyorum,2,3
çok iyi rahat tam üstüme oturdu,2,3
Fena değil beğendim,1,1
Çok hoş yumuşacık bir beden büyük tercih edilebilir sıkmasını istemiyorsanız,2,3
çok adı bir görüntüsü var,0,3
Harıka bir set oğluşum ıcın en ıyısı olduğunu düşünüyorum çok seviyoruz alın kesınlıkle farkı göruceksınız 🙏🏻,2,3
ürün pompası biraz sorunlu. c vitamini serumunu da almıştım. o öyle değildi.,1,1
kesinlikle alın paketleme özenli süper 3 lu,2,3
Bu fiyat icin güzel ürün,1,1
Paketi ilk açtığımda güzel koku demıstım ama daha sonra üstüme sıkıp dışarı çıktığımda hiçbir kokusu kalmadı azıcık bile kalmadı hiç parfüm sıkmamışım gıbı olduDevamını Oku,1,1
Gayet güzel aktif olarak kullandığım bir ürün portatif olması her yere sizinle beraber götürebilmeniz çok daha güzel tavsiye edilir.,2,3
"boyutu beklediğimden küçüktü ama görseldekiyle aynı, kullanılır",1,2
2Xl sipariş etmeme rağmen M beden geldi iade,0,3
"Bu pantolunu almadan önce 4 tane daha aldım hepsi de çok güzel ve çok rahat oldu. Ayağımdan cikarmaz oldum
 Fakat en sonki aldığım pantolonun dikişleri hatalı geldi. Bacak iç kısmı büzgülü cekildenyablis dikilmis. Utuleyince geçer diye düşündüm ama maalesef duzeldi. Etiketini koparıp denemeden yikadigim için iade edemedim. Ama şimdi tekrar sipariş vereceğim ve yine aynısı olur diye korkuyorum acikcasi",0,3
