Review,label,category
Kayın valideme almıştım sıkıntılı çıktı,0,Elektronik
Ürünü çok beğendim görseldeki gibi geldi ve içi çok rahat acayip beğendim herkese tavsiye ederim,2,Giyim ve Aksesuar
Ürünü yorumlara bakarak yaklaşık 3 ay önce aldım.2 günde bir düzenli olarak yüz koltuk altı ve bikini bölgemde kullandım.Ancak herhangi bir fayda görmedim. Yorumlarda herkes genelde paketlemeden vs bahsediyor.Ancak ürün hakkında uzun soluklu kullanan yorumu çok az .Alacak olanlara umarım faydası olur yorumumun.,1,Genel
pantolon güzel ama belli bir süre sonra tiftiklendi,1,Giyim ve Aksesuar
Kullanıp yazmak istedim aşırı saç dökülmesi yaşayan biri olarak ben gerçekten tüm samimiyetimle söylüyorum dökülmeyi azalttı artık aradığım şampuanı buldum çok Devamını Oku,2,Kozmetik
Çok birşey beklemeyin 4 parmak büyüklüğünde,1,Genel
paketleme güzeldi elime sağlam ulaştı teşekkürler daha denemedim inşallah etkililerdir,0,Kozmetik
Bu ıkı ürünü nasıl kullanıcam bılgı verırmısımız ben normalde cilt beyazlatıcı kremı aldım yanında CEELINI hedıye geldi,1,Kozmetik
Yırtık geldi Satcıya soru sorma kısmı kapalı,0,Genel
"Ürün genel olarak fiyatına göre kaliteli duruyor. Fakat kurulumda sıkıntı yaşadım. Gerek kurulum kılavuzunun zor anlaşılması, gerek bazı aparatların tam performans vermemesi kurulumu geciktirdi. bu yüzden 3 yıldız veriyorum.",1,Genel
"Daha önce babymall ve oyuncak merkezi isimli satıcılardan da aynı ürünü satın almıştım onlarda hiçbir sorun yaşamazken bu ürünü hepeğitim isimli satıcıdan aldığım üründe sorun yaşadım. ürünü aldıktan sonra özellikle soru cevap kısmında iyi paketlenmesini, hediye olacağını belirtmeme rağmen yırtık kutuyla yollanmış üstelik hiçbir koliye konmamıştı rezil bir şekilde geldi üstündeki tozlar falan da cabası . Kullanmadığımız için o konuda yorum yapamıyorum ama Umarım hediye aldığım kişi kullanırken bir sıkıntı yaşamaz",1,Genel
tüpü sıktım yarısı yık gibi yeni açtım,1,Genel
güzel kulnslı kardeşime aldım çok beyndi,1,Giyim ve Aksesuar
Daha paketi açtığımda parça yere düştü kırık geldi değişim için uğraşmadım 3 parça zaten birlistirince gözüküyor ama kalsın dedik kırık kargodan mi satıcıdan mi kaynik li bilmiyorum Kargolama hızlı,1,Genel
Ürün camlarda leke bırakıyor,0,Genel
çok iyi faydalandım,2,Kitap / Hobi
"İzmir şehir kartı yok,eksik ürünler farklı kalitesiz piyonlar ve zarlar, farklı renkte paralar var. Orijinal değil.",0,Genel
Daha kullanmadık ama oğlumun begenecegini düşünüyorum,2,Kitap / Hobi
Harika bir deodorant bayıldım,2,Kozmetik
2 Ürün aldım hediyeleri yok,0,Genel
Bir beden büyük alınmalı üç renginide aldım,1,Giyim ve Aksesuar
göründüğü gibi geldi içeriği güzel,2,Kitap / Hobi
Fiyat performans ürünü olarak alabilirsiniz ortalama bir ürün,1,Genel
Bazı parçaları kırıktı. Boncukların bazıları delikleri kapalı çıktı.,1,Genel
renkler cok guzel ve cok kaliteli yumsak kumaşlı,2,Giyim ve Aksesuar
Kullanılmış 2. el ürün yolluyorlar. Ürünün aparatlarının içinde fotoğraftada gördüğünüz gibi havuç veya başka bir meyve olduğundan şüphelendiğim kesilmiş parçalDevamını Oku,0,Elektronik
kaliteli ve zarif bi görüntü beğendim,2,Giyim ve Aksesuar
Tekerleğin lambaları yanmıyor.,1,Genel
"Tuşlar ışıklandırmadan dolayı silik gibi ve ışık olmadan kullanmaya uygun değil, zor okunuyo",1,Genel
Hiç memnun kalmadım yanma hissi oluştu her uyguladığımda.Kullanamadım maalesef,0,Genel
Ürün sorunsuz elime ulaştı. Paketleme biraz daha iyi olabilirdi. Hediye için çok teşekkürler,2,Genel
"Çok zayıf verdiğin paraya değmez masayı kurup denediğim için ve yanında verdikleri alyan, vidaları belli bir noktadan sonra çevirmiyor mecburen penseyle çevirdim ve çok azda olsa deformr olduğu için iade de edemedim. Mecburen bu şekilde kullanacağız gittiği yere kadar.",0,Genel
Bize pompa göndermemişler ondan kırdım puanı,1,Genel
Kaliteli gözüküyor. İşimi göreceğinde eminim.,2,Genel
Her zaman kullandığım tuz markasıdır ama bu siparişimde ürün nemli geldi,0,Genel
Yani göndermeyeceğiz deaeydiniz daha iyiydi ürün elime kırık geldi böyle bi paketleme hiç görmedim tuz olmuş,0,Genel
"dokusu, yumuşaklığı çok iyi fakat yaka kısmı biraz geniş, yinede beğendim diğer renklerinide düşünüyorum",2,Giyim ve Aksesuar
Paketleme idare eder ürün sanırım kullanılmış,1,Genel
Notları falan güzel ama soruları biraz yetersiz gibi,1,Kitap / Hobi
Kumandası çalışmıyor. Kendisi güzel,0,Genel
Harika kokusu var tam yaz İçin,2,Kozmetik
aynısı geldi kullanışlı,2,Giyim ve Aksesuar
Kitap ya kargo esnasında ya da gonderen tarafla alakalı olarak yamulmuş resmen bu ne ya,0,Kitap / Hobi
kesinlikle herkesin dolabında olmalı.172 boyum.63 kilo m beden tam oldu.,2,Giyim ve Aksesuar
Dikiş hataları vardı biraz özensiz dikilmiş tutku markadina yakışmadı,1,Genel
paketlenmesi çok güzeel zaten hep burdan alıyorum 💅💖,1,Giyim ve Aksesuar
Aldığım iki şampuanın yarısı poşete akmış geldi.,0,Genel
yanlış gelmiş bedeni de yanlış aslında 2 yıldız verecektim kalitesi iyi hiç olmazsa,1,Giyim ve Aksesuar
Kuzenime hediye aldım çok beğendik kaliteli,2,Giyim ve Aksesuar
çokt güzel paketleme çok beğendim,2,Kozmetik
Ürün bana etiketsiz ve küf kokulu geldi İade edeceğim,0,Giyim ve Aksesuar
doğum sonrası için aldım esneyen yapısı var kullanışlı,2,Giyim ve Aksesuar
Bu maskaraya bayılıyorum gerçekten bir efsane,2,Kozmetik
güzel bir paketleme yapılmış,2,Kitap / Hobi
Göründüğü gibi parlak değil. İnşaallah kararmaz,1,Giyim ve Aksesuar
Ürün öyle abartıldığını gibi değil bir fön makinasının dörtte biri kadar üflüyor çok güçlü bir şey değil ben beğenmedim,0,Genel
"İkinci kullanışta şarj standı bozuldu, joystivk takılı kalıyor tuşları ama cihaz sağlamgeldi",1,Genel
guzeldi ben bir beden büyük aldim,2,Giyim ve Aksesuar
orijinal deil .,0,Kozmetik
kokusu hiç güzel değil fiyatına aldanıp almayım,0,Kozmetik
tam beden almanızı öneririm,2,Giyim ve Aksesuar
Ürün güzel ama içinde yer alan motorun sesini duyuyorsunuz üstündeki tuşlar çalışmıyor. kumanda ile çalışıyor.,1,Genel
Gösterilen resimler ile tekerlek ışıkları birbiriyle alakasız.,1,Genel
"Eğer oğlunuz varsa ve sıvı tüketimi yüksekse kuru bez almanız imkansız. Beli lastikli olduğu için uyuduğu zamanlarda özellikle 2-3 saat içinde bütün kıyafeti, yatağı idrar oluyor. Bez sızdırma yapıyor. Özellikle 2-3 hafta her gece birden fazla üst değişimi yaptık. Yatağın altına ekstra alt açma bezlerinden koyuyorum maalesef. Beni hayal kırıklığına uğrattı.",0,Genel
kalitesi o kadar iyi değil giydiğinizde ayağınız gözüküyor.,0,Genel
Bu markadan ne aldıysam memnun kaldım. Fakat bu külotların kumaşı cok ınce ve kalıtesız geldı bana. Sankı cabuk yırtılacak gıbı. Kalıp büyük 👍Paketleme ıyı. Hedıye sabun ıcın teşekkürler.,1,Genel
Çok sağlam değil bence o kadar para verdiğim makineyi oraya asamam gibi geliyor bana,0,Genel
Çok iyi bir ürün düzenli kullanımda etkisini gösteriyor,1,Kozmetik
Beşpara etmez arızalımal,0,Genel
Rengi görseldeki fotoğrafa göre biraz koyu geldi ama güzel. Kumaşı ince terletmiyor tam beden alabilirsiniz 1.60 boy 50 kilo S beden aldım tam oldu çok rahat.,2,Giyim ve Aksesuar
Daha önce farklı renklerini almıştım. Uygun fiyat ve kendi bedenimi görünce bunu da aldım. Gönül rahatlığı ile alabilirsiniz. Altinyildiz kalitesi.,2,Genel
30kasım’da aldım 5 ay kullandım. fotoda görüleceği üzere o bölgeden yırtılıyor. kuryeler için uygun değil çünkü ürün hava almadığı için ve kumaş yapısından terden kaynaklı üstünüze yapışıyor hareket ede ede zamanla fotoğraftaki bölgeden yırtılmaya başlıyor. ayrıca bedenim de uygundu dört mevsim pantolon ve ceketi rahatlıkla giyebiliyordum. üst ceket güzel ama altı kullanışlı değil. günlük kullanımlar için ürün kullanılabilir ama kuryeler için bence uygun değil.,1,Genel
Eh iştelik bir ürün. kalıbı baya dar.içini biraz belli de ediyor.esnek değil denebilir.,1,Giyim ve Aksesuar
Güzel ama çok bol geldi bana,1,Giyim ve Aksesuar
Görseldeki gibi 100 metre değil,0,Genel
Yaaa çok şirin çok tatlııı dokusu kumaşı mükemmel 🥰,2,Giyim ve Aksesuar
maalesef ürün elime ulaşmadan ulaşıldı diye bildirmiş kargo şirketi kargoyu ulaştırmadı trendyol asistandan iade yaptım onlar da kabul etti,0,Giyim ve Aksesuar
Fiyatları haketmiyor,0,Genel
kaliteli ve çok güzel paketlenmiş hediye olarak tercih ettik ve çok beğendik,2,Giyim ve Aksesuar
mukemmel yumusaklikta kesinlikle tavsiye ederim,2,Giyim ve Aksesuar
Bu ürün çok iyi değil,1,Genel
Kumaşı gayet iyi arka bel kısmının lastikli olması çok hoşuma gitti . Tereddütsüz sipariş verebilirsiniz . (1 beden büyük alın ),2,Giyim ve Aksesuar
Hemen kurudu,1,Genel
55 kiloyum 34 beden aldım o kadar güzel ki anlatamam hergün giysem giyilir yani öyle bir kot bayıldım,2,Giyim ve Aksesuar
Başlarda güzeldi.Fakat kaşlarda beyazlık bırakma durumu var.Sonradan yapısında bozulmalar oldu kullandıkça.,1,Genel
Resmen paramparça geldi. Kalite ve özen 0. Böyle bir şeyi nasıl paketleyip gönderebiliyorsunuz. Rezillik.,0,Genel
Gayet güzel tek sıkıntı kargo çok uzun sürdü,2,Giyim ve Aksesuar
"SAHTE ÜRÜN KESİNLİKLE ALMAYIN , AMBALAJ AÇIK GELDİ",0,Genel
"Ürün güzel ama kurdeleleri kirisik geliyor, ütülemelisiniz ve silikon tabancalarini biraz cimri kullanmislar diyebilirim",1,Giyim ve Aksesuar
"Dogum gunu hediyesi olarak almis oldugum urunun kutusu ezik geldi, sahibinin koleksiyonuna koyacak olmasi nedeniyle kutu onemliydi.. dogum gununun yakin olmasi nedeniyle iade edemedim",1,Genel
bu fiyata çok daha iyisini bulabilirsiniz kumaşı çok sert.,1,Giyim ve Aksesuar
Metal kasa şık ürün. Düğmeler güzel çalışıyor ve damlatma yok ancak daha şık olabilirdi. Çalışma sesi buzdolabı gibi. Su çekme sesi çok belirgin ancak pahalı markalarda da bu sesi gördüm. Soğutma hızı yeterli. Sıcak su kesinlikle 70C degil. Ölçme imkanım yok ancak kaynar seviyede. Puan kırma sebebi arka kenardan darbeli olarak paketlenmiş olduğunu düşünmem. Saç gövde arka kenarda 3cm çökerek eğilmiş. Kutu çok temiz ve hasarsız. Kenarları koruyan köpükler de sağlam. Köpükler hasar görmeden kenarda 3 cm çökme yapacak darbe olamaz. Yani paketlenmeden önce darbeli olmalı. Kargo süreci ile ilgili olamaz,1,Genel
Ben sevdim gerçekten çık tatlislar,2,Giyim ve Aksesuar
gerçekten muhteşem bir cuzdaan. rengi de çok guzel,2,Giyim ve Aksesuar
Rahat güzel yumuşacık dokunuşu var,2,Giyim ve Aksesuar
Şemsiyenin ucunda ki plastik araçta çizik yapıyor tavsiye etmem,0,Genel
Yumuşacık harika kullanışlı bir ürün. Battaniyesnide aldim.,2,Giyim ve Aksesuar
Kumaşı kalitesi çok güzel. Alt açma örtüsü ile takım olarak aldım. Yanında gönderilen hediye için de teşekkür ederim,2,Giyim ve Aksesuar
gayet güzel bir ceket ince yazlık astarı yok bir beden büyük alınabilir bence,1,Giyim ve Aksesuar
Çanta güzeldi ama ben kumaşını daha farklı bekliyordum o yüzden iade ettim,1,Giyim ve Aksesuar
Bu ürünü satan kişi kendisi kabloyu kesmiş fişe takmış diğer ucunuda prize takıp göndermiş!.,0,Genel
"kokusu muhteşem, kampanya oldukça eşim için hemen stok yapıyorum.",2,Kozmetik
Her zaman aldığım kemer,2,Giyim ve Aksesuar
"çok severek giyiyorum , bayıldım mutlaka alın. tam kalıp",2,Giyim ve Aksesuar
"Çok güzel, teşekkür ederim",2,Giyim ve Aksesuar
çanta güzel ve kullanışlı beğenildi,2,Giyim ve Aksesuar
kardeşime aldım indirimde çok iyi denk geldi,1,Kozmetik
ürün evet güzel görünüyor kullanışlı diger markalara dudak ucuklatan fiyatlar vermeye gerek yok lakin 4 ızgarasıda tencere tava koydugum zaman oynuyo dengesizlik var 1 ızgarası yamuk geldi servisi kuruluma geldiginde düzeltti ama malesef ızgaradaki dengesizlige birşey yapmadı corba falan yaparken tencereyi tutmak zorunda kalıyorum yoksa oynuyo ve cok ses yapıyo,1,Genel
alerji yaptı yüzüm kızardı ve mentol aşırı derecede var saçlara zarar verdiğinden eminim,1,Genel
Ürün nün yarışı dökülmüş taşıma esnasında,1,Genel
"Beğendim çok güzel ,pillerini de göndermişler teşekkürler.Sadece paketlemesi iyi değildi kırılabilirdi ama sağlam geldi.",2,Elektronik
Efsane bir koku.. çok kalıcı çok beğendim,2,Genel
sezeryan olduğum için kendi çamaşırlarım dikis yerine geliyor canım yanıyordu bende bunları aldım tam istediğim gibi dikisimden çok yukarda rahat ettim artık 16Devamını Oku,0,Giyim ve Aksesuar
Renkleri canlı harika fakat resimlere aldanmayın küçük ve plastik olduğu için kayıp duruyor. Bir türlü oynayamadik çocuğum çok üzüldü.,0,Genel
Diğer çesitlerini denedim bu en kötüsü diyebilirim tabiki zevk meselesi bana çok hitap etmedi,1,Genel
Siparişim eksik geldi kontrol edilerek tekrar gönderilmesini rica ederim. Parasını ödedim sonuçta. 11 günde teslim edildi ayrıca. Size yakışmadı.,0,Kitap / Hobi
Sevgilim için aldım ama hediyeyi verdiğim gün benden ayrıldı,0,Genel
elime ulaştı çok kullanışlı ve rahat tavsiye ederim,2,Elektronik
"Kart sayısı az, kart baskısını ve kağıt kalitesini beğenmedim hemen buruştular(başlığa takıp çıkarırken bile) fiyat performans ürünü diyemiyorum bu fiyattan daha az fiyata daha kaliteli ürünler aldım aynı siparişimde.",1,Genel
Malzemesi çok kötü oyunu kurması çok uzun sürüyor oynamasi ve yıkılması çok kolay verilen paraya değmez,0,Genel
Fiyatına göre çok güzel yiğenime aldım severek kullanıyor,2,Elektronik
Bu desenlerde istesem bu desen ürün bulup alırdım. Madem kendi istediğiniz model göndereceksiniz neden görsel koyuyorsunuz biz de beğenip seçiyoruz. Malesef pişDevamını Oku,0,Giyim ve Aksesuar
Sebebini anlamadığım şekilde bende şişkinlik yapti ve kucuk tuvaletime hic cikamadim hergun bol su icmeme ragmen. Suan siskinlik rahatsizligindan ölüyorum desem yeridir. Dr gidiyorum. Memnun kalmadım iade edeceğim.,0,Genel
Dayanıksız malzeme,0,Genel
Çok şık ucuz,1,Giyim ve Aksesuar
Kargo cok gec geldi. 2 ci gunde ön.tekerin vidasi cikti saka gibi,0,Genel
Üzerinde siyah lekelerle gelen bir ürün.Kalitesi 👎🏻,0,Giyim ve Aksesuar
Çok güzel ve kusursuzduu,2,Giyim ve Aksesuar
hediye için teşekkür ederim paketleme harikaydı🌸,2,Kozmetik
Henüz çocuğum yok ama inşallah olur. Şimdiden böyle çok beğenilen ürünleri alıp kenara koyuyorum gelişimi için...,2,Kitap / Hobi
Gayet güzel fazla esnek değil ama,2,Giyim ve Aksesuar
İyi değil Kullanım talimatları yalnızca Çince'dir ve şarj kablosu yok,0,Genel
Ürün çok kaliteli değil barları 8kg olarak değerlendirmişler ama biraz dandik ve bazı yerlerinde deforme var ama üzmez. Başlıkta 38kg yazıyor ama ürün 30kg açıklamayı iyi okuyun,0,Genel
Çok kötü bir satıcı. Ürün defolu geldi. Kendi hataları olduğu halde ürünü değiştirmeyip iade etmemi istediler.Yeni ürün almak istediğimde fiyatı zamlanmıştı,1,Genel
Cok hafif Renk açıyor ama cok agirlik yapiyor yagli bir his birakiyo kalip gibi kaliyo sac,1,Genel
Elime ulaşan ürün 5 metre üçlü priz ama markası Viko değil ve Viko üçlü priz kadar kaliteli değil.,1,Genel
Oynamayı çözemedik :D,1,Genel
"Şarkı çabuk bitiyor, onun haricinde sıkıntı yok şimdilik",2,Genel
Beğendi. Güzel,2,Elektronik
"Çok rahat ve çok şık duruyor,Bayıldım.🤍",2,Giyim ve Aksesuar
"Fayans üzerinde iş görmüyor. Yapışkan kısım fayansta kaldı, yapıştırmak istediğim şey tutmadı. Üzüldüm",0,Genel
Kızım için aldım boyu 1.62 kilosu 45 ve tam oldu çok yakıştı. malı da çok iyi ve canlı yayın indirimiyle çok uyguna geldi siddetle tavsiye ederim,2,Giyim ve Aksesuar
sıradan bir kitap 200 tl.Birşey demiyorum.Sömürü ve suistimal.,1,Kitap / Hobi
deri değil,1,Giyim ve Aksesuar
Bu kadar özellikle bir bilgisayarın aldığımdan beri sürekli oyun oynarken kapanması çok enteresan ateş gibi yanıyor fan,0,Genel
"Açılmış kutuda gönderilmiş, altındaki kömürlerde sürtme izleri var. Ben yokken teslim almışlar, uğraşmak da istemedim ama yaptıkları ayıp.",0,Genel
Bu fiyata aldigim en iyi cantalardan biri bayildim gercekten kurtarici bir parca,2,Giyim ve Aksesuar
Tavsiye üzerine aldım 32.haftadan sonra kullanmaya başlayacağım,1,Genel
kargo hızlı geldi cok memnunum tavsiye ederim,2,Elektronik
Yeğenlerime aldım sorunsuz elime ulaştı,2,Kitap / Hobi
Daha dolu bir içerik bekliyordum.,1,Genel
Ürün aynı göründüğü gibi geldi,1,Giyim ve Aksesuar
1 beden büyük alınır ise daha iyi,2,Giyim ve Aksesuar
"Satıcı güzel paketlemişti, teşekkürler. Ürünü 2 haftadır kullanıyorum , ürün kullanışlı lakin zamanla fazla ses çıkardığını fark ettim. Biraz rahatsız ediyor ses ama idare ediyor.",1,Genel
alım aşdırın hem dokusu hem renkler süper severek kullanıyoruz,2,Giyim ve Aksesuar
Cok kisa tekerleme gibi.almaya degmez kizim hic sevmedi,0,Genel
Kokusu bana çok hitap etmedi orijinaline benzetemedim,1,Genel
Vantuz asla tutmuyor.,0,Genel
"Beklediğim kalitede sorun yok(yani bu fiyata bu performans), bu kalitede dahi bu fiyatlara bulmak zor , biri 50 metre yok demiş ama standart 50 metre benim askı aparı 50 metreye göre ayarlı cuk oturdu",2,Genel
Hiç memnun kalmadım fayansa yapıştırmama rağmen düştü hepsi yapışkanlar sağlam değildi,0,Genel
ürün elime hızlı ve temiz geldi,2,Kitap / Hobi
"Fiyat performans ürünü. Spor bir ceket, kollarını ister kıvırıp ister düz siyah kullanabilirsiniz. Arkadaşıma aldım, beğendi. Boyu 155 kilosu da 50 civarı",2,Giyim ve Aksesuar
Plastik gibi kağıt ince oldum olası bu solo kağıt urunlerini sevemedim Cook kalitesiz geliyor,1,Genel
